"OrderLineNumber";"OrderHeader_OrderNumber";"Quantity";"PricePerQty";"Item_ItemNumber"
13257;4444;3;"386";73
13258;4445;8;"430";12
13259;4445;8;"293";9
13260;4445;2;"487";42
13261;4445;5;"312";92
13262;4446;8;"214";4
13263;4446;4;"234";16
13264;4447;7;"266";73
13265;4448;6;"202";72
13266;4448;2;"412";100
13267;4448;4;"331";48
13268;4449;3;"210";2
13269;4450;10;"343";29
13270;4451;5;"214";43
13271;4451;6;"418";9
13272;4452;3;"487";74
13273;4453;4;"272";99
13274;4453;5;"472";93
13275;4453;3;"392";85
13276;4453;1;"350";100
13277;4453;10;"237";22
13278;4454;2;"369";88
13279;4454;3;"224";31
13280;4454;6;"403";69
13281;4454;9;"321";51
13282;4455;1;"240";72
13283;4455;4;"310";86
13284;4455;2;"263";47
13285;4455;3;"380";88
13286;4456;10;"231";45
13287;4456;9;"370";27
13288;4456;10;"246";94
13289;4456;3;"489";61
13290;4456;7;"361";3
13291;4457;6;"467";73
13292;4458;6;"237";83
13293;4459;9;"380";45
13294;4459;7;"368";44
13295;4460;6;"238";33
13296;4460;9;"464";100
13297;4460;2;"485";51
13298;4460;7;"439";15
13299;4460;9;"446";2
13300;4461;6;"285";61
13301;4461;4;"277";70
13302;4461;9;"425";100
13303;4462;3;"439";78
13304;4463;6;"275";46
13305;4463;10;"405";48
13306;4463;8;"365";83
13307;4463;3;"438";27
13308;4463;2;"334";40
13309;4464;5;"285";41
13310;4464;4;"306";59
13311;4464;7;"424";81
13312;4464;8;"351";45
13313;4464;2;"207";63
13314;4465;9;"404";14
13315;4465;9;"348";12
13316;4465;8;"290";7
13317;4465;2;"338";47
13318;4466;10;"325";67
13319;4467;4;"347";57
13320;4467;4;"271";99
13321;4467;9;"283";9
13322;4467;7;"421";2
13323;4467;4;"356";98
13324;4468;10;"362";1
13325;4469;4;"248";27
13326;4469;9;"225";50
13327;4469;3;"436";41
13328;4469;5;"444";88
13329;4469;7;"370";73
13330;4470;5;"292";38
13331;4470;2;"400";37
13332;4470;2;"302";99
13333;4470;4;"482";55
13334;4470;2;"255";98
13335;4471;8;"237";23
13336;4471;10;"258";20
13337;4472;2;"428";69
13338;4473;9;"495";95
13339;4474;2;"400";15
13340;4474;9;"476";83
13341;4475;3;"290";36
13342;4475;6;"298";29
13343;4475;9;"339";54
13344;4476;1;"235";9
13345;4476;8;"418";51
13346;4477;7;"387";45
13347;4478;9;"438";30
13348;4478;5;"457";35
13349;4478;9;"261";93
13350;4478;6;"360";34
13351;4479;8;"426";94
13352;4480;4;"399";9
13353;4480;1;"361";77
13354;4480;7;"421";38
13355;4481;8;"401";3
13356;4481;1;"332";44
13357;4481;10;"386";22
13358;4482;10;"230";39
13359;4482;7;"219";98
13360;4483;8;"371";91
13361;4484;4;"453";90
13362;4484;8;"296";5
13363;4484;2;"431";88
13364;4484;3;"381";8
13365;4485;4;"377";72
13366;4485;6;"347";50
13367;4485;8;"433";34
13368;4485;3;"475";89
13369;4485;3;"331";31
13370;4486;10;"414";25
13371;4486;1;"437";71
13372;4486;9;"283";55
13373;4487;6;"318";71
13374;4487;4;"360";16
13375;4488;7;"368";44
13376;4488;10;"306";25
13377;4489;5;"226";41
13378;4489;7;"383";34
13379;4490;3;"265";66
13380;4490;8;"308";39
13381;4490;6;"481";59
13382;4491;8;"467";88
13383;4491;4;"287";56
13384;4492;6;"293";20
13385;4492;3;"229";11
13386;4492;4;"375";17
13387;4493;1;"241";13
13388;4493;4;"492";52
13389;4493;1;"412";83
13390;4494;2;"424";41
13391;4494;1;"403";92
13392;4494;4;"247";86
13393;4495;9;"463";89
13394;4495;3;"416";85
13395;4496;1;"276";46
13396;4496;2;"381";29
13397;4496;1;"281";89
13398;4496;5;"297";41
13399;4496;9;"490";100
13400;4497;4;"457";84
13401;4497;10;"329";78
13402;4497;1;"237";54
13403;4497;1;"423";89
13404;4497;1;"475";99
13405;4498;5;"424";100
13406;4498;4;"344";50
13407;4498;1;"351";64
13408;4498;6;"252";34
13409;4498;3;"341";29
13410;4499;3;"430";27
13411;4499;6;"344";68
13412;4500;3;"329";86
13413;4501;1;"276";45
13414;4502;6;"469";6
13415;4502;1;"218";2
13416;4502;1;"316";41
13417;4502;8;"252";29
13418;4503;4;"297";12
13419;4503;3;"235";27
13420;4503;6;"274";86
13421;4503;2;"391";40
13422;4503;1;"458";13
13423;4504;6;"419";96
13424;4504;9;"303";86
13425;4504;4;"413";97
13426;4504;1;"311";23
13427;4505;9;"266";29
13428;4505;5;"213";7
13429;4505;6;"445";49
13430;4505;6;"281";58
13431;4506;9;"430";8
13432;4507;2;"359";61
13433;4507;7;"463";45
13434;4507;4;"465";43
13435;4508;9;"432";91
13436;4508;5;"243";81
13437;4508;2;"495";60
13438;4508;2;"463";64
13439;4509;1;"393";72
13440;4510;3;"361";17
13441;4510;10;"207";56
13442;4511;8;"296";35
13443;4511;2;"496";14
13444;4511;10;"480";97
13445;4511;10;"500";9
13446;4512;9;"379";43
13447;4513;6;"263";57
13448;4513;3;"393";44
13449;4514;8;"331";3
13450;4515;5;"490";27
13451;4515;3;"338";33
13452;4515;2;"280";75
13453;4516;2;"280";82
13454;4516;8;"350";30
13455;4516;5;"466";52
13456;4516;7;"439";89
13457;4517;1;"408";15
13458;4517;6;"462";16
13459;4517;8;"443";21
13460;4517;8;"245";71
13461;4518;1;"415";63
13462;4518;9;"305";64
13463;4519;8;"414";69
13464;4520;3;"421";40
13465;4520;8;"277";29
13466;4521;6;"297";87
13467;4522;7;"424";82
13468;4522;2;"271";62
13469;4522;2;"437";76
13470;4522;10;"470";72
13471;4522;6;"491";41
13472;4523;9;"413";41
13473;4523;7;"219";73
13474;4523;4;"429";64
13475;4523;10;"406";14
13476;4523;2;"493";54
13477;4524;7;"364";31
13478;4525;9;"331";75
13479;4525;6;"475";95
13480;4525;10;"277";89
13481;4526;6;"424";87
13482;4526;3;"378";60
13483;4527;5;"376";26
13484;4527;4;"428";99
13485;4527;5;"282";26
13486;4528;9;"393";32
13487;4528;2;"431";76
13488;4528;2;"474";28
13489;4528;9;"459";58
13490;4529;8;"267";3
13491;4529;3;"462";96
13492;4529;2;"212";29
13493;4529;2;"483";95
13494;4530;10;"414";62
13495;4530;6;"297";4
13496;4530;9;"463";39
13497;4530;8;"449";21
13498;4531;7;"441";90
13499;4531;5;"447";49
13500;4531;3;"252";19
13501;4532;7;"405";94
13502;4532;6;"370";88
13503;4532;7;"375";41
13504;4533;10;"330";9
13505;4533;7;"378";12
13506;4533;3;"272";68
13507;4533;4;"239";17
13508;4533;7;"451";64
13509;4534;6;"332";99
13510;4534;4;"350";70
13511;4534;6;"339";7
13512;4535;2;"258";53
13513;4535;7;"488";97
13514;4535;9;"200";64
13515;4536;10;"386";73
13516;4536;1;"464";65
13517;4537;9;"227";69
13518;4537;4;"471";81
13519;4537;8;"420";41
13520;4538;2;"467";6
13521;4539;3;"255";19
13522;4539;9;"420";17
13523;4539;8;"488";17
13524;4539;4;"272";73
13525;4540;3;"265";34
13526;4540;6;"447";48
13527;4540;10;"211";31
13528;4540;7;"214";53
13529;4540;8;"298";74
13530;4541;7;"235";14
13531;4541;3;"397";85
13532;4542;3;"253";30
13533;4542;3;"253";52
13534;4542;10;"368";83
13535;4543;8;"320";85
13536;4543;3;"215";73
13537;4543;2;"354";80
13538;4543;4;"362";100
13539;4544;7;"392";53
13540;4544;10;"201";53
13541;4544;3;"219";3
13542;4545;1;"450";70
13543;4545;1;"225";5
13544;4545;8;"331";15
13545;4546;8;"250";21
13546;4547;5;"366";39
13547;4547;7;"443";14
13548;4547;7;"302";27
13549;4547;2;"386";1
13550;4548;8;"297";94
13551;4548;4;"205";12
13552;4549;5;"205";74
13553;4549;10;"451";42
13554;4550;8;"482";28
13555;4550;8;"433";48
13556;4550;8;"216";93
13557;4550;9;"347";25
13558;4551;10;"233";30
13559;4551;3;"492";94
13560;4551;2;"456";5
13561;4551;7;"403";90
13562;4552;6;"366";41
13563;4552;10;"450";32
13564;4552;9;"304";99
13565;4553;3;"266";87
13566;4554;4;"360";59
13567;4554;4;"491";68
13568;4554;10;"216";22
13569;4555;6;"401";9
13570;4555;7;"322";31
13571;4555;3;"451";81
13572;4555;7;"407";82
13573;4555;7;"418";41
13574;4556;4;"350";1
13575;4556;5;"443";65
13576;4556;8;"290";44
13577;4557;4;"378";9
13578;4558;4;"424";77
13579;4558;6;"322";48
13580;4559;2;"457";5
13581;4559;5;"362";19
13582;4560;2;"356";69
13583;4560;7;"385";69
13584;4560;3;"355";58
13585;4561;5;"317";68
13586;4561;10;"241";66
13587;4561;6;"371";14
13588;4561;2;"382";2
13589;4561;8;"348";14
13590;4562;9;"447";23
13591;4563;9;"255";90
13592;4563;2;"337";64
13593;4564;7;"384";87
13594;4564;7;"451";37
13595;4565;4;"339";78
13596;4565;10;"280";9
13597;4565;4;"206";93
13598;4565;8;"460";6
13599;4565;4;"500";25
13600;4566;2;"335";43
13601;4566;10;"288";71
13602;4566;1;"394";48
13603;4566;1;"357";88
13604;4566;9;"497";97
13605;4567;5;"260";3
13606;4568;10;"268";54
13607;4569;7;"328";9
13608;4569;3;"294";62
13609;4569;5;"481";82
13610;4569;1;"398";39
13611;4570;6;"253";93
13612;4570;8;"460";17
13613;4570;6;"428";9
13614;4571;5;"210";56
13615;4571;3;"227";45
13616;4571;9;"494";10
13617;4571;3;"275";83
13618;4572;3;"390";69
13619;4572;7;"308";81
13620;4572;8;"277";28
13621;4572;6;"460";79
13622;4573;5;"456";78
13623;4573;4;"286";67
13624;4574;7;"219";29
13625;4574;3;"377";1
13626;4575;10;"374";94
13627;4575;9;"203";37
13628;4575;10;"376";98
13629;4575;9;"386";36
13630;4575;2;"473";84
13631;4576;2;"252";80
13632;4576;2;"310";45
13633;4577;9;"302";68
13634;4577;10;"460";26
13635;4577;2;"468";19
13636;4577;6;"201";28
13637;4578;10;"327";47
13638;4579;7;"328";24
13639;4580;5;"427";51
13640;4580;5;"492";32
13641;4581;8;"262";52
13642;4581;4;"327";100
13643;4581;9;"422";50
13644;4582;10;"462";96
13645;4582;8;"316";6
13646;4582;3;"307";54
13647;4582;10;"230";73
13648;4582;5;"420";17
13649;4583;8;"307";61
13650;4583;1;"440";12
13651;4583;4;"284";31
13652;4584;8;"287";21
13653;4584;5;"500";86
13654;4584;7;"478";31
13655;4584;6;"476";81
13656;4584;10;"473";92
13657;4585;1;"209";22
13658;4585;4;"488";84
13659;4585;10;"469";62
13660;4585;6;"414";58
13661;4586;5;"453";40
13662;4586;10;"353";68
13663;4586;2;"335";40
13664;4586;2;"344";68
13665;4586;10;"254";24
13666;4587;2;"475";36
13667;4588;6;"404";2
13668;4588;10;"364";99
13669;4588;2;"432";38
13670;4588;5;"407";91
13671;4589;4;"304";70
13672;4589;4;"243";94
13673;4589;2;"307";3
13674;4589;7;"214";76
13675;4589;1;"355";97
13676;4590;5;"360";81
13677;4591;8;"353";79
13678;4591;6;"263";35
13679;4591;1;"443";31
13680;4591;8;"281";7
13681;4591;4;"377";83
13682;4592;2;"349";47
13683;4592;6;"377";50
13684;4592;8;"497";84
13685;4592;5;"399";12
13686;4592;7;"363";20
13687;4593;3;"495";16
13688;4593;2;"216";100
13689;4593;8;"449";37
13690;4593;10;"431";58
13691;4594;2;"344";15
13692;4594;2;"366";55
13693;4594;7;"475";58
13694;4594;4;"400";87
13695;4595;5;"356";49
13696;4595;1;"211";90
13697;4595;6;"383";20
13698;4596;10;"452";65
13699;4597;7;"334";84
13700;4597;4;"385";57
13701;4597;6;"300";83
13702;4597;5;"493";66
13703;4597;6;"329";57
13704;4598;3;"289";13
13705;4598;7;"252";31
13706;4598;4;"500";60
13707;4598;6;"404";37
13708;4599;10;"322";89
13709;4599;5;"427";76
13710;4599;3;"261";26
13711;4599;10;"474";33
13712;4599;10;"460";99
13713;4600;4;"425";61
13714;4600;2;"286";4
13715;4600;5;"303";38
13716;4600;4;"380";78
13717;4601;10;"245";50
13718;4601;1;"271";28
13719;4601;1;"216";16
13720;4602;7;"463";50
13721;4602;1;"260";60
13722;4602;3;"327";92
13723;4602;8;"218";25
13724;4603;1;"314";10
13725;4603;6;"438";25
13726;4604;2;"479";47
13727;4604;1;"232";60
13728;4605;9;"251";47
13729;4605;4;"282";9
13730;4605;6;"210";67
13731;4605;7;"467";84
13732;4605;7;"232";26
13733;4606;10;"471";61
13734;4606;6;"402";61
13735;4606;10;"202";94
13736;4606;8;"335";75
13737;4606;7;"432";86
13738;4607;1;"346";78
13739;4607;3;"409";41
13740;4607;5;"201";28
13741;4608;6;"413";48
13742;4609;3;"478";90
13743;4609;8;"255";37
13744;4609;4;"410";99
13745;4609;5;"483";1
13746;4610;4;"471";58
13747;4610;3;"395";82
13748;4610;7;"288";92
13749;4610;7;"422";10
13750;4610;1;"323";31
13751;4611;9;"273";1
13752;4611;4;"335";63
13753;4611;3;"413";56
13754;4611;1;"351";64
13755;4612;1;"223";22
13756;4612;8;"332";28
13757;4612;6;"493";75
13758;4612;1;"442";55
13759;4612;10;"322";16
13760;4613;2;"471";54
13761;4613;5;"216";62
13762;4613;6;"419";69
13763;4613;9;"396";33
13764;4613;1;"289";98
13765;4614;3;"223";46
13766;4615;2;"398";41
13767;4615;3;"426";92
13768;4616;3;"460";73
13769;4616;6;"442";76
13770;4616;5;"378";64
13771;4616;6;"376";88
13772;4617;7;"414";33
13773;4617;6;"207";1
13774;4617;3;"240";17
13775;4617;4;"228";48
13776;4618;3;"353";50
13777;4618;3;"403";56
13778;4618;8;"203";33
13779;4618;1;"294";15
13780;4618;6;"280";53
13781;4619;4;"441";39
13782;4620;3;"421";70
13783;4620;5;"302";76
13784;4620;6;"335";78
13785;4621;5;"363";77
13786;4621;5;"215";11
13787;4622;5;"304";38
13788;4622;1;"281";6
13789;4623;5;"467";17
13790;4623;8;"400";9
13791;4623;5;"241";72
13792;4623;8;"227";20
13793;4623;10;"486";44
13794;4624;10;"253";35
13795;4624;6;"291";21
13796;4625;5;"478";52
13797;4625;10;"308";78
13798;4625;1;"495";38
13799;4625;7;"307";96
13800;4625;8;"388";16
13801;4626;6;"469";88
13802;4626;2;"407";30
13803;4626;5;"487";45
13804;4626;2;"272";23
13805;4626;5;"321";96
13806;4627;10;"319";8
13807;4627;7;"422";46
13808;4627;2;"302";48
13809;4628;3;"304";79
13810;4628;6;"219";65
13811;4628;10;"214";52
13812;4629;4;"454";6
13813;4629;6;"251";99
13814;4629;5;"489";46
13815;4629;1;"275";2
13816;4630;7;"411";33
13817;4630;5;"383";54
13818;4630;9;"228";22
13819;4631;3;"450";37
13820;4631;9;"496";76
13821;4632;3;"336";100
13822;4632;6;"203";65
13823;4632;3;"295";8
13824;4633;3;"290";28
13825;4633;7;"236";26
13826;4634;8;"310";76
13827;4634;6;"403";73
13828;4634;6;"222";41
13829;4634;3;"215";27
13830;4635;4;"289";38
13831;4635;2;"369";37
13832;4636;5;"429";99
13833;4637;2;"412";95
13834;4637;7;"371";83
13835;4637;5;"326";37
13836;4637;1;"374";39
13837;4638;1;"330";50
13838;4638;8;"369";64
13839;4638;1;"363";44
13840;4639;5;"315";37
13841;4640;9;"442";37
13842;4640;9;"390";75
13843;4640;3;"272";99
13844;4640;10;"394";83
13845;4641;3;"329";79
13846;4641;6;"498";99
13847;4641;5;"235";51
13848;4642;6;"363";10
13849;4642;3;"378";95
13850;4642;10;"427";99
13851;4643;2;"462";20
13852;4643;6;"259";26
13853;4643;1;"202";91
13854;4644;9;"290";55
13855;4644;2;"240";12
13856;4644;9;"349";67
13857;4644;7;"404";59
13858;4645;6;"449";89
13859;4645;6;"436";87
13860;4645;10;"253";93
13861;4645;6;"239";36
13862;4646;5;"329";91
13863;4646;3;"365";32
13864;4646;2;"398";11
13865;4646;1;"407";77
13866;4646;4;"394";81
13867;4647;10;"475";53
13868;4648;2;"497";79
13869;4648;7;"323";43
13870;4648;5;"280";35
13871;4648;8;"353";41
13872;4649;2;"309";79
13873;4649;4;"379";35
13874;4649;4;"409";2
13875;4649;10;"317";17
13876;4649;5;"413";25
13877;4650;10;"209";77
13878;4650;8;"469";6
13879;4651;8;"306";72
13880;4651;1;"214";33
13881;4651;7;"378";96
13882;4651;4;"202";86
13883;4652;10;"375";53
13884;4652;3;"343";63
13885;4652;10;"353";61
13886;4652;2;"217";44
13887;4652;3;"276";13
13888;4653;10;"306";83
13889;4653;9;"388";44
13890;4653;8;"301";80
13891;4653;2;"331";97
13892;4654;9;"392";100
13893;4654;6;"312";52
13894;4655;9;"459";18
13895;4655;6;"229";40
13896;4655;6;"280";49
13897;4655;3;"378";71
13898;4656;1;"439";28
13899;4656;2;"297";3
13900;4656;5;"475";97
13901;4656;1;"477";72
13902;4657;1;"272";52
13903;4658;6;"326";78
13904;4658;4;"221";33
13905;4658;8;"450";34
13906;4658;4;"211";33
13907;4658;2;"355";33
13908;4659;4;"406";79
13909;4659;10;"308";91
13910;4659;3;"483";32
13911;4659;7;"203";92
13912;4660;8;"421";53
13913;4660;7;"367";22
13914;4660;10;"342";82
13915;4660;1;"259";54
13916;4660;8;"476";87
13917;4661;10;"499";93
13918;4661;7;"330";54
13919;4661;7;"365";45
13920;4661;1;"340";62
13921;4662;4;"285";43
13922;4662;6;"259";82
13923;4663;5;"278";64
13924;4663;4;"382";65
13925;4663;4;"291";54
13926;4663;1;"397";79
13927;4664;7;"273";13
13928;4664;1;"301";10
13929;4665;3;"278";40
13930;4666;10;"491";63
13931;4667;2;"263";86
13932;4667;9;"453";93
13933;4667;7;"331";44
13934;4668;5;"369";86
13935;4668;7;"319";72
13936;4668;7;"473";67
13937;4668;1;"468";44
13938;4669;10;"310";66
13939;4669;9;"225";34
13940;4670;8;"215";30
13941;4670;2;"428";34
13942;4670;10;"301";8
13943;4671;8;"201";94
13944;4671;5;"419";6
13945;4671;10;"472";82
13946;4671;3;"399";12
13947;4671;5;"262";74
13948;4672;9;"288";88
13949;4672;6;"370";67
13950;4672;9;"490";84
13951;4672;6;"264";45
13952;4673;2;"291";90
13953;4673;8;"216";48
13954;4674;4;"254";55
13955;4675;2;"336";38
13956;4675;10;"448";35
13957;4675;3;"470";100
13958;4675;1;"486";67
13959;4675;3;"408";15
13960;4676;5;"296";22
13961;4676;10;"451";20
13962;4676;10;"478";41
13963;4676;4;"463";92
13964;4676;3;"494";60
13965;4677;1;"302";10
13966;4678;5;"213";58
13967;4678;9;"269";40
13968;4679;8;"338";86
13969;4679;6;"410";14
13970;4680;5;"373";10
13971;4680;3;"310";85
13972;4681;10;"464";98
13973;4681;8;"379";25
13974;4681;9;"466";37
13975;4681;3;"257";6
13976;4682;6;"285";31
13977;4683;4;"217";47
13978;4684;3;"215";9
13979;4685;3;"244";34
13980;4685;6;"383";10
13981;4686;3;"223";62
13982;4686;6;"424";77
13983;4686;4;"494";39
13984;4686;10;"253";31
13985;4687;1;"354";60
13986;4688;4;"440";79
13987;4689;10;"368";90
13988;4689;1;"284";41
13989;4689;10;"388";74
13990;4690;1;"332";88
13991;4690;1;"216";75
13992;4690;2;"308";55
13993;4690;9;"216";7
13994;4691;8;"377";5
13995;4691;5;"410";80
13996;4691;7;"275";70
13997;4692;3;"207";35
13998;4692;3;"400";2
13999;4692;10;"396";68
14000;4692;2;"337";21
14001;4693;6;"266";85
14002;4693;7;"307";85
14003;4693;2;"431";56
14004;4694;3;"495";5
14005;4694;6;"262";24
14006;4695;3;"338";20
14007;4696;1;"313";86
14008;4696;7;"247";35
14009;4696;9;"375";3
14010;4696;5;"467";11
14011;4697;2;"282";39
14012;4698;9;"211";40
14013;4698;6;"297";89
14014;4699;9;"221";27
14015;4699;2;"261";36
14016;4699;4;"269";20
14017;4699;10;"369";29
14018;4699;10;"409";76
14019;4700;3;"333";56
14020;4700;9;"385";17
14021;4700;6;"344";19
14022;4701;2;"397";81
14023;4701;7;"378";38
14024;4701;6;"265";91
14025;4701;3;"392";66
14026;4701;10;"363";45
14027;4702;8;"264";5
14028;4702;7;"339";76
14029;4702;6;"228";38
14030;4703;9;"241";16
14031;4703;7;"234";94
14032;4703;9;"318";76
14033;4703;4;"303";78
14034;4704;5;"241";3
14035;4704;1;"224";18
14036;4704;5;"499";14
14037;4704;6;"416";61
14038;4704;5;"435";93
14039;4705;10;"400";10
14040;4706;5;"243";11
14041;4706;3;"209";15
14042;4706;8;"470";36
14043;4706;2;"220";31
14044;4707;6;"308";60
14045;4707;5;"383";24
14046;4707;6;"241";60
14047;4707;3;"379";43
14048;4708;10;"451";98
14049;4708;5;"216";47
14050;4709;4;"250";36
14051;4710;10;"263";91
14052;4710;2;"334";93
14053;4710;5;"213";9
14054;4710;7;"372";11
14055;4711;7;"472";64
14056;4711;10;"456";95
14057;4711;6;"475";54
14058;4712;2;"429";19
14059;4712;1;"339";57
14060;4713;3;"444";15
14061;4713;6;"277";2
14062;4713;1;"342";45
14063;4713;4;"330";39
14064;4714;7;"274";57
14065;4715;8;"290";60
14066;4715;4;"305";62
14067;4715;2;"337";94
14068;4715;1;"353";42
14069;4716;3;"475";66
14070;4716;8;"354";96
14071;4717;6;"237";15
14072;4717;4;"294";52
14073;4717;3;"262";71
14074;4717;1;"300";47
14075;4717;9;"479";60
14076;4718;4;"330";66
14077;4718;5;"294";85
14078;4718;10;"428";66
14079;4718;10;"363";78
14080;4718;4;"439";55
14081;4719;9;"472";20
14082;4719;8;"355";46
14083;4719;8;"410";99
14084;4719;5;"368";2
14085;4720;1;"470";50
14086;4720;4;"255";58
14087;4720;7;"379";50
14088;4720;10;"329";39
14089;4720;8;"493";32
14090;4721;6;"470";17
14091;4721;2;"228";62
14092;4722;6;"236";60
14093;4722;1;"487";30
14094;4722;4;"270";57
14095;4722;9;"286";77
14096;4723;7;"405";77
14097;4723;8;"214";100
14098;4723;3;"241";60
14099;4723;9;"282";95
14100;4724;5;"347";39
14101;4724;8;"464";40
14102;4725;9;"346";54
14103;4725;4;"490";54
14104;4725;7;"448";34
14105;4725;7;"340";45
14106;4725;9;"492";84
14107;4726;6;"263";55
14108;4726;6;"335";64
14109;4726;1;"276";52
14110;4726;1;"320";17
14111;4726;6;"315";22
14112;4727;7;"428";21
14113;4727;2;"484";23
14114;4727;8;"209";40
14115;4728;9;"360";54
14116;4728;8;"480";41
14117;4728;9;"455";63
14118;4729;8;"242";61
14119;4729;9;"343";79
14120;4729;6;"310";63
14121;4729;8;"494";76
14122;4729;9;"388";44
14123;4730;4;"260";68
14124;4730;7;"494";9
14125;4730;7;"237";59
14126;4731;6;"248";90
14127;4732;1;"353";94
14128;4732;8;"325";54
14129;4732;3;"261";86
14130;4732;6;"386";42
14131;4732;3;"217";30
14132;4733;4;"254";48
14133;4733;10;"262";22
14134;4733;9;"359";82
14135;4733;1;"250";64
14136;4733;8;"262";34
14137;4734;2;"498";96
14138;4735;3;"354";59
14139;4735;1;"252";9
14140;4735;8;"483";99
14141;4735;9;"348";40
14142;4735;1;"202";1
14143;4736;3;"299";87
14144;4737;6;"378";79
14145;4737;9;"264";53
14146;4737;6;"471";98
14147;4737;7;"336";23
14148;4737;2;"350";45
14149;4738;7;"451";96
14150;4739;9;"387";64
14151;4740;4;"200";27
14152;4740;5;"281";78
14153;4740;6;"403";32
14154;4740;2;"285";31
14155;4741;8;"363";46
14156;4741;5;"276";80
14157;4741;1;"488";42
14158;4741;8;"308";24
14159;4742;9;"459";31
14160;4742;6;"325";80
14161;4742;1;"241";73
14162;4743;6;"419";21
14163;4743;9;"386";27
14164;4743;3;"422";48
14165;4743;5;"486";2
14166;4744;10;"335";85
14167;4745;7;"385";4
14168;4746;8;"261";93
14169;4746;6;"285";83
14170;4747;8;"485";86
14171;4747;2;"275";38
14172;4747;4;"460";54
14173;4748;4;"369";58
14174;4748;1;"308";43
14175;4748;10;"445";79
14176;4749;6;"425";46
14177;4749;3;"490";11
14178;4749;4;"493";97
14179;4749;7;"256";37
14180;4749;3;"376";19
14181;4750;6;"334";94
14182;4750;4;"398";74
14183;4751;8;"275";12
14184;4751;9;"344";75
14185;4751;7;"232";98
14186;4752;8;"241";7
14187;4752;5;"384";41
14188;4753;4;"394";72
14189;4754;7;"340";33
14190;4754;10;"412";45
14191;4754;7;"480";15
14192;4755;2;"386";92
14193;4756;9;"500";39
14194;4756;9;"208";44
14195;4756;2;"450";31
14196;4756;9;"220";52
14197;4756;8;"410";62
14198;4757;8;"351";45
14199;4757;6;"328";66
14200;4758;8;"264";7
14201;4758;5;"467";67
14202;4758;4;"370";49
14203;4758;5;"351";80
14204;4758;7;"280";4
14205;4759;7;"362";20
14206;4760;3;"268";4
14207;4761;2;"248";14
14208;4761;4;"229";17
14209;4761;8;"266";22
14210;4761;10;"275";76
14211;4761;1;"242";64
14212;4762;3;"420";38
14213;4762;2;"404";53
14214;4762;4;"311";37
14215;4762;5;"357";81
14216;4762;8;"200";32
14217;4763;10;"248";64
14218;4764;7;"428";89
14219;4765;7;"360";13
14220;4765;9;"458";7
14221;4765;2;"391";24
14222;4765;4;"371";94
14223;4766;8;"201";50
14224;4766;8;"447";78
14225;4767;6;"277";85
14226;4767;2;"335";84
14227;4768;6;"489";31
14228;4769;6;"395";63
14229;4769;5;"294";78
14230;4769;3;"399";97
14231;4769;1;"443";75
14232;4769;6;"205";42
14233;4770;10;"474";93
14234;4771;7;"278";86
14235;4772;10;"321";34
14236;4773;1;"213";12
14237;4773;6;"446";38
14238;4773;3;"389";92
14239;4773;7;"464";64
14240;4773;8;"208";92
14241;4774;7;"243";84
14242;4774;8;"354";61
14243;4774;3;"331";61
14244;4774;8;"260";36
14245;4775;6;"364";15
14246;4775;4;"200";9
14247;4776;9;"485";57
14248;4776;8;"225";91
14249;4777;9;"237";63
14250;4777;6;"294";10
14251;4777;1;"204";41
14252;4777;9;"293";70
14253;4777;7;"476";92
14254;4778;5;"286";33
14255;4778;10;"246";51
14256;4778;1;"500";64
14257;4778;2;"229";63
14258;4778;9;"314";52
14259;4779;4;"380";97
14260;4780;9;"432";91
14261;4781;1;"354";57
14262;4782;10;"253";32
14263;4782;8;"490";100
14264;4782;4;"325";58
14265;4782;10;"361";36
14266;4783;7;"477";93
14267;4783;8;"322";61
14268;4783;7;"441";70
14269;4784;8;"448";14
14270;4784;10;"366";36
14271;4784;6;"327";94
14272;4785;2;"393";15
14273;4786;2;"466";40
14274;4787;3;"386";5
14275;4787;10;"255";29
14276;4787;8;"454";43
14277;4787;6;"408";71
14278;4787;5;"484";65
14279;4788;5;"337";24
14280;4789;9;"305";29
14281;4790;10;"286";93
14282;4790;4;"314";96
14283;4790;9;"402";5
14284;4790;6;"396";60
14285;4790;3;"438";41
14286;4791;8;"209";60
14287;4792;4;"430";86
14288;4792;8;"487";18
14289;4792;8;"442";57
14290;4792;4;"286";17
14291;4792;7;"479";40
14292;4793;3;"495";41
14293;4794;3;"496";71
14294;4794;1;"487";97
14295;4794;10;"284";75
14296;4794;9;"498";86
14297;4794;2;"228";28
14298;4795;9;"295";10
14299;4795;6;"413";1
14300;4795;10;"320";21
14301;4795;8;"266";5
14302;4796;1;"368";93
14303;4796;6;"424";65
14304;4796;5;"383";55
14305;4797;8;"374";43
14306;4798;8;"272";43
14307;4798;10;"355";97
14308;4798;7;"365";23
14309;4799;5;"306";4
14310;4799;5;"494";85
14311;4799;2;"318";20
14312;4799;9;"211";70
14313;4799;7;"458";83
14314;4800;5;"353";52
14315;4800;6;"306";17
14316;4800;6;"358";27
14317;4801;6;"273";10
14318;4802;9;"444";60
14319;4803;2;"277";72
14320;4803;8;"481";35
14321;4803;4;"383";60
14322;4803;6;"349";86
14323;4803;2;"475";62
14324;4804;2;"455";54
14325;4805;6;"207";54
14326;4805;5;"396";26
14327;4806;7;"319";35
14328;4807;10;"253";46
14329;4807;7;"433";22
